trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
121,False,"{'a': 0.01, 'e': 0.2981972794298874}",35,0,19.575478634311406,"{0: 33, 1: 0, 2: 1, 3: 1, 4: 0}",0
122,False,"{'a': 0.01, 'e': 0.2952301669240142}",20,1,-43.01131828153504,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
123,False,"{'a': 0.01, 'e': 0.2922925776808594}",20,5,15.060558769984972,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.01, 'e': 0.2893842179390506}",30,16,26.930091799073413,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.2865047968601901}",30,5,15.095421345147422,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
126,False,"{'a': 0.01, 'e': 0.2836540264997704}",20,5,-9.452890303742304,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
127,False,"{'a': 0.01, 'e': 0.2808316217783798}",20,0,-6.994934570413147,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
128,False,"{'a': 0.01, 'e': 0.27803730045319414}",25,17,17.039025496103026,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.01, 'e': 0.27527078308975234}",20,16,6.217596754375646,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.2725317930340126}",30,15,28.672416074327256,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.01, 'e': 0.2698200563846868}",30,0,-36.5739673797256,"{0: 24, 1: 2, 2: 2, 3: 2, 4: 0}",0
132,False,"{'a': 0.01, 'e': 0.26713530196585034}",20,9,-0.4149421244688609,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
133,False,"{'a': 0.01, 'e': 0.26447726129982396}",30,16,15.865546852422105,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.261845668580326}",20,6,-28.988353515589036,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
135,False,"{'a': 0.01, 'e': 0.2592402606458915}",20,0,-19.38561434934642,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
136,False,"{'a': 0.01, 'e': 0.2566607769535559}",20,15,8.92172611435698,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.25410695955280027}",20,0,15.622133207246419,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
138,False,"{'a': 0.01, 'e': 0.25157855305975646}",20,4,-25.69105415997186,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
139,False,"{'a': 0.01, 'e': 0.24907530463166816}",20,13,10.278348324894196,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.24659696394160643}",25,3,0.6032916361188623,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.2441432831534371}",35,17,-29.840187608773338,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
142,False,"{'a': 0.01, 'e': 0.24171401689703645}",25,9,-2.870239676494554,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.23930892224375455}",20,10,-7.69889206708505,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.23692775868212176}",20,10,2.240209419150039,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.23457028809379765}",30,17,-45.745143093897966,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
146,False,"{'a': 0.01, 'e': 0.23223627472975883}",35,9,37.69191133101524,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.22992548518672384}",20,15,9.164064629821429,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.01, 'e': 0.22763768838381274}",20,12,-29.19743848751663,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
149,False,"{'a': 0.01, 'e': 0.22537265553943872}",25,20,11.370347955827441,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.01, 'e': 0.22313016014842982}",20,0,18.37564253108572,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
151,False,"{'a': 0.01, 'e': 0.2209099779593782}",20,16,4.982245204827246,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.01, 'e': 0.21871188695221475}",30,19,8.889133861682685,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.21653566731600707}",25,11,9.307284358348934,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.21438110142697794}",30,0,19.740190405017156,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
155,False,"{'a': 0.01, 'e': 0.21224797382674304}",25,18,-9.163739196630523,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
156,False,"{'a': 0.01, 'e': 0.21013607120076472}",25,18,10.501327293908389,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.01, 'e': 0.20804518235702046}",30,18,13.400744388061888,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.01, 'e': 0.20597509820488344}",30,18,24.47036420245334,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.01, 'e': 0.20392561173421342}",20,6,-41.02214380615918,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
160,False,"{'a': 0.01, 'e': 0.20189651799465538}",30,7,41.026921853155855,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.01, 'e': 0.1998876140751445}",20,5,26.88002804710996,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.01, 'e': 0.19789869908361465}",20,0,-11.652946244475768,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
163,False,"{'a': 0.01, 'e': 0.19592957412690934}",35,3,-50.40474467545169,"{0: 27, 1: 0, 2: 3, 3: 1, 4: 1}",1
164,False,"{'a': 0.01, 'e': 0.19398004229089189}",20,0,14.258585715530602,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
165,False,"{'a': 0.01, 'e': 0.19204990862075408}",35,0,11.878708884835202,"{0: 33, 1: 0, 2: 1, 3: 1, 4: 0}",0
166,False,"{'a': 0.01, 'e': 0.1901389801015205}",20,12,-9.123438512346278,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
167,False,"{'a': 0.01, 'e': 0.1882470656387468}",20,9,17.689009364044743,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.01, 'e': 0.18637397603940997}",35,18,18.05380910458136,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.01, 'e': 0.18451952399298926}",35,17,-6.776525690379977,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
170,False,"{'a': 0.01, 'e': 0.18268352405273466}",20,10,16.986296210576597,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.01, 'e': 0.1808657926171221}",20,14,8.083936685037015,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.01, 'e': 0.17906614791149322}",30,8,32.529032681804225,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.01, 'e': 0.17728440996987782}",20,0,-64.75534391632287,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
174,False,"{'a': 0.01, 'e': 0.17552040061699686}",20,16,8.120900389400315,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.01, 'e': 0.17377394345044514}",35,14,22.684448021473404,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.01, 'e': 0.17204486382305054}",25,10,-33.46256075767258,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
177,False,"{'a': 0.01, 'e': 0.17033298882540943}",30,6,29.681048147267195,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.01, 'e': 0.1686381472685955}",20,0,4.174557782497434,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
179,False,"{'a': 0.01, 'e': 0.1669601696670407}",20,15,12.005870527186232,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.01, 'e': 0.16529888822158653}",20,0,23.635108649178026,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
181,False,"{'a': 0.01, 'e': 0.16365413680270405}",20,12,15.557095695449428,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.01, 'e': 0.16202575093388075}",30,23,3.848777675265037,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.01, 'e': 0.16041356777517274}",30,17,15.468646615037034,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.01, 'e': 0.15881742610692068}",20,15,11.452298228132356,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.01, 'e': 0.1572371663136276}",20,0,-23.815270540533124,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
186,False,"{'a': 0.01, 'e': 0.1556726303679973}",20,12,-20.333505844431592,"{0: 5, 1: 2, 2: 0, 3: 1, 4: 0}",1
187,False,"{'a': 0.01, 'e': 0.1541236618151314}",25,5,7.395948203960621,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
188,False,"{'a': 0.01, 'e': 0.15259010575688386}",30,6,14.24642491533645,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.01, 'e': 0.15107180883637084}",20,10,17.75803733955244,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.14956861922263504}",20,2,-5.633598029657757,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
191,False,"{'a': 0.01, 'e': 0.14808038659546244}",25,3,-26.407072434601726,"{0: 18, 1: 1, 2: 1, 3: 2, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.14660696213035015}",20,0,21.20371043036591,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
193,False,"{'a': 0.01, 'e': 0.14514819848362373}",20,0,16.782041691804295,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.01, 'e': 0.14370394977770293}",25,12,3.3638787818870552,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
195,False,"{'a': 0.01, 'e': 0.1422740715865136}",25,10,24.40112559858463,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.01, 'e': 0.140858420921045}",25,0,8.135990004886487,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.01, 'e': 0.13945685621505094}",20,0,10.768539506837136,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
198,False,"{'a': 0.01, 'e': 0.13806923731089282}",25,16,13.774336010761779,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.01, 'e': 0.13669542544552385}",20,16,7.201009167397762,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.1353352832366127}",25,10,13.500898769907387,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.01, 'e': 0.13398867466880493}",20,10,14.99316137865517,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.01, 'e': 0.13265546508012172}",25,10,13.457618203708487,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.01, 'e': 0.13133552114849303}",20,0,14.460563888557516,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
204,False,"{'a': 0.01, 'e': 0.1300287108784259}",25,0,6.782971283108547,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
205,False,"{'a': 0.01, 'e': 0.12873490358780423}",20,9,3.2270422991707703,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.12745396989482075}",20,4,22.7187343779916,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.12618578170503877}",20,10,10.646332873295428,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.01, 'e': 0.12493021219858241}",25,3,14.731276426000914,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
209,False,"{'a': 0.01, 'e': 0.12368713581745483}",20,16,4.902006271107,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.01, 'e': 0.1224564282529819}",25,18,14.123569847622251,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.01, 'e': 0.12123796643338168}",20,0,32.13930635380795,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
212,False,"{'a': 0.01, 'e': 0.12003162851145673}",30,13,-5.036545465159549,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
213,False,"{'a': 0.01, 'e': 0.11883729385240965}",25,11,23.640741686169754,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.01, 'e': 0.11765484302177918}",25,6,23.685642735868775,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.01, 'e': 0.11648415777349697}",25,9,14.47276532076816,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.01, 'e': 0.11532512103806251}",20,13,13.908088765591152,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.01, 'e': 0.1141776169108365}",30,12,18.53197121280281,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.01, 'e': 0.11304153064044985}",20,5,14.225414235518153,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.01, 'e': 0.11191674861732888}",20,11,16.245117207868557,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.11080315836233387}",20,9,19.256366886650394,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.01, 'e': 0.10970064851551141}",20,13,13.543551501324528,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.01, 'e': 0.10860910882495796}",30,12,-19.391515259205743,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
223,False,"{'a': 0.01, 'e': 0.10752843013579495}",20,8,16.453829650415393,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.01, 'e': 0.1064585043792528}",20,15,8.648723639396195,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.01, 'e': 0.10539922456186433}",30,12,33.90914486051011,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.01, 'e': 0.104350484754765}",20,5,-14.481994738799955,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
227,False,"{'a': 0.01, 'e': 0.1033121800831002}",20,0,14.249025830727298,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
228,False,"{'a': 0.01, 'e': 0.10228420671553744}",25,10,18.162411429857286,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.01, 'e': 0.1012664618538834}",20,0,-59.2876732633068,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",1
230,False,"{'a': 0.01, 'e': 0.1002588437228037}",25,6,-2.6909695727755825,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
231,False,"{'a': 0.01, 'e': 0.09926125155964566}",20,8,20.157237475634624,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.09827358560436154}",30,18,23.875772061811762,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.01, 'e': 0.09729574708953276}",20,0,17.52827959191634,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
234,False,"{'a': 0.01, 'e': 0.09632763823049303}",20,15,2.3031621184502864,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.09536916221554961}",25,16,13.815144590348899,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.09442022319630235}",20,0,-13.519244028782373,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
237,False,"{'a': 0.01, 'e': 0.09348072627805847}",20,3,23.642536729785725,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.09255057751034329}",30,7,38.66968891758752,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.01, 'e': 0.09162968387750484}",25,7,24.39498224084493,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.01, 'e': 0.09071795328941251}",20,10,3.5830370348040845,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.01, 'e': 0.08981529457224763}",25,0,-32.51140251390605,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
242,False,"{'a': 0.01, 'e': 0.08892161745938634}",25,0,34.73766703472134,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
243,False,"{'a': 0.01, 'e': 0.08803683258237255}",20,0,23.17240174538621,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
244,False,"{'a': 0.01, 'e': 0.0871608514619813}",25,13,19.63339212092052,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.01, 'e': 0.0862935864993705}",20,14,10.85819796460715,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.01, 'e': 0.08543495096732123}",20,0,3.165889727236436,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
247,False,"{'a': 0.01, 'e': 0.08458485900156469}",30,18,16.366381664755263,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.08374322559219596}",20,10,-20.329070846651003,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
249,False,"{'a': 0.01, 'e': 0.08290996657517266}",30,17,19.347925059044194,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.01, 'e': 0.0820849986238988}",20,8,18.442265430434205,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.08126823924089167}",30,16,28.84794250512449,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.01, 'e': 0.08045960674953244}",25,2,-17.052039985465754,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
253,False,"{'a': 0.01, 'e': 0.07965902028589801}",25,20,9.857660541887991,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.01, 'e': 0.07886639979067495}",20,6,9.90206750556632,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.01, 'e': 0.07808166600115313}",25,6,18.2959933213329,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.01, 'e': 0.07730474044329974}",20,3,16.956775812983626,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.01, 'e': 0.07653554542391151}",25,15,9.72941957094857,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.07577400402284548}",25,12,-29.805414644557768,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
259,False,"{'a': 0.01, 'e': 0.07502004008532698}",20,10,4.708306785428338,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.07427357821433388}",20,1,17.918230079006015,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.01, 'e': 0.0735345437630571}",35,0,29.743199517511073,"{0: 32, 1: 2, 2: 1, 3: 0, 4: 0}",0
262,False,"{'a': 0.01, 'e': 0.07280286282743559}",20,3,23.505355251801753,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.0720784622387661}",25,6,30.476865370999963,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.07136126955638605}",25,11,-29.559726147737326,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
265,False,"{'a': 0.01, 'e': 0.0706512130604296}",25,0,-22.29531293401122,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
266,False,"{'a': 0.01, 'e': 0.06994822174465536}",20,0,19.524101036684772,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
267,False,"{'a': 0.01, 'e': 0.069252225309346}",20,8,17.48676816926162,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.06856315415427791}",20,4,23.404518760709017,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.06788093937176144}",30,15,22.86236248783001,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.01, 'e': 0.06720551273974976}",25,4,17.855625319080637,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.01, 'e': 0.06653680671501686}",30,10,30.52067417110786,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.01, 'e': 0.06587475442640295}",30,8,23.85586714365747,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.01, 'e': 0.06521928966812753}",25,19,12.680288519392041,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.01, 'e': 0.06457034689316847}",30,18,22.200922337972433,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.06392786120670757}",20,0,31.332221250146034,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.01, 'e': 0.0632917683596407}",30,14,31.22846631760296,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.01, 'e': 0.06266200474215315}",35,11,39.18217690458428,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.01, 'e': 0.06203850737735829}",30,17,23.956397205993284,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.06142121391500013}",20,11,16.714915996073778,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.01, 'e': 0.06081006262521795}",20,0,24.24127648590421,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
281,False,"{'a': 0.01, 'e': 0.06020499239237354}",20,3,18.818696719856778,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.05960594270893937}",30,24,11.630272702507973,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.05901285366944784}",35,16,36.222700006481745,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.01, 'e': 0.05842566596450083}",20,8,20.294811145980944,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.057844320874838456}",20,14,12.14858444730146,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.05726876026546736}",25,0,33.50691728966138,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.01, 'e': 0.0566989265798469}",35,24,18.459416574637775,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.01, 'e': 0.056134762834133725}",20,8,20.466228367428286,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.01, 'e': 0.05557621261148306}",20,0,14.026861321098954,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.01, 'e': 0.05502322005640723}",25,5,31.977976315263415,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.05447572986918986}",20,12,18.542277375120626,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.05393368730035602}",20,5,-12.544535125410953,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
293,False,"{'a': 0.01, 'e': 0.053397038145197084}",30,17,5.196908743151098,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.05286572873835037}",25,19,10.608347754480029,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.01, 'e': 0.05233970594843238}",25,19,10.933501747071691,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.05181891717272583}",20,16,8.51189221146972,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.05130331033191911}",20,9,18.765469592926337,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.01, 'e': 0.0507928338648985}",20,0,26.091960011807615,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
299,False,"{'a': 0.01, 'e': 0.050287436723591865}",20,0,-25.411123752050496,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
300,False,"{'a': 0.01, 'e': 0.049787068367863944}",20,3,7.354878977484072,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
301,False,"{'a': 0.01, 'e': 0.04929167876046215}",25,11,26.80991444807568,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.01, 'e': 0.04880121836201296}",30,16,24.524615100494596,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.01, 'e': 0.04831563812606777}",30,0,38.372678343161645,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
304,False,"{'a': 0.01, 'e': 0.04783488949419837}",30,10,29.241118329750876,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.01, 'e': 0.04735892439114091}",20,8,8.203634344806776,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
